frame,time_s,ball,conf,table_x,table_y
412,12.229,yellow,0.783,0.776,0.1026
413,12.259,white,0.825,0.1974,0.3309
413,12.259,red,0.814,0.9354,0.2803
413,12.259,yellow,0.793,0.7756,0.1045
414,12.289,white,0.825,0.1974,0.3309
414,12.289,red,0.814,0.9354,0.2803
414,12.289,yellow,0.793,0.7756,0.1045
415,12.318,white,0.833,0.1951,0.3255
415,12.318,yellow,0.802,0.7757,0.1058
415,12.318,red,0.749,0.934,0.2796
416,12.348,white,0.84,0.1915,0.3207
416,12.348,yellow,0.8,0.7758,0.1071
416,12.348,red,0.749,0.9325,0.2787
417,12.378,white,0.81,0.1889,0.3188
417,12.378,yellow,0.792,0.7756,0.1087
417,12.378,red,0.778,0.9314,0.2781
418,12.407,yellow,0.797,0.7756,0.11
418,12.407,red,0.788,0.9301,0.2786
418,12.407,white,0.786,0.1862,0.316
419,12.437,red,0.806,0.9276,0.2785
419,12.437,yellow,0.789,0.7754,0.111
419,12.437,white,0.777,0.1831,0.3114
420,12.467,red,0.819,0.9263,0.2776
420,12.467,white,0.78,0.1803,0.3079
420,12.467,yellow,0.779,0.7754,0.1119
421,12.496,red,0.833,0.9254,0.277
421,12.496,white,0.793,0.1771,0.304
421,12.496,yellow,0.769,0.7752,0.1134
422,12.526,red,0.837,0.9242,0.2757
422,12.526,white,0.774,0.1747,0.301
422,12.526,yellow,0.771,0.7753,0.1143
423,12.556,red,0.855,0.9228,0.275
423,12.556,white,0.809,0.1712,0.2978
423,12.556,yellow,0.771,0.7753,0.1152
424,12.585,red,0.868,0.9219,0.2745
424,12.585,white,0.804,0.1688,0.2947
424,12.585,yellow,0.764,0.7752,0.1166
425,12.615,red,0.868,0.9208,0.2742
425,12.615,white,0.817,0.1661,0.2909
425,12.615,yellow,0.77,0.7754,0.1175
426,12.645,red,0.864,0.9197,0.2742
426,12.645,white,0.78,0.1635,0.2867
426,12.645,yellow,0.769,0.7755,0.1184
427,12.675,red,0.863,0.9183,0.274
427,12.675,white,0.783,0.161,0.2838
427,12.675,yellow,0.766,0.7754,0.1189
428,12.704,red,0.848,0.917,0.274
428,12.704,white,0.795,0.1575,0.2797
428,12.704,yellow,0.765,0.7753,0.1194
429,12.734,white,0.819,0.1544,0.2764
429,12.734,red,0.807,0.9159,0.2732
429,12.734,yellow,0.774,0.7755,0.1203
430,12.764,white,0.83,0.1517,0.2739
430,12.764,yellow,0.775,0.7757,0.121
430,12.764,red,0.734,0.9149,0.2724
431,12.793,white,0.823,0.1491,0.2704
431,12.793,yellow,0.775,0.7756,0.1216
431,12.793,red,0.724,0.9136,0.2721
432,12.823,yellow,0.777,0.7756,0.1223
432,12.823,white,0.775,0.147,0.2653
432,12.823,red,0.754,0.9125,0.2716
433,12.853,white,0.818,0.1439,0.2631
433,12.853,yellow,0.781,0.7756,0.123
433,12.853,red,0.766,0.9118,0.2714
434,12.882,white,0.811,0.141,0.261
434,12.882,yellow,0.785,0.7756,0.1239
434,12.882,red,0.771,0.9104,0.2711
435,12.912,white,0.816,0.1386,0.2578
435,12.912,yellow,0.781,0.7756,0.1244
435,12.912,red,0.773,0.909,0.2706
436,12.942,white,0.832,0.1358,0.2547
436,12.942,yellow,0.779,0.7756,0.1251
436,12.942,red,0.779,0.9078,0.2703
437,12.971,white,0.838,0.1331,0.2509
437,12.971,red,0.789,0.9066,0.2702
437,12.971,yellow,0.779,0.7755,0.1256
438,13.001,red,0.787,0.9058,0.2696
438,13.001,white,0.781,0.1309,0.2472
438,13.001,yellow,0.776,0.7755,0.1262
439,13.031,red,0.81,0.9047,0.2699
439,13.031,yellow,0.772,0.7755,0.1271
439,13.031,white,0.771,0.1283,0.2446
440,13.06,red,0.813,0.9038,0.2695
440,13.06,white,0.778,0.1256,0.2404
440,13.06,yellow,0.771,0.7755,0.1276
441,13.09,red,0.828,0.9031,0.2697
441,13.09,yellow,0.771,0.7756,0.1279
441,13.09,white,0.771,0.1229,0.2379
442,13.12,red,0.831,0.9024,0.2691
442,13.12,white,0.83,0.1203,0.2347
442,13.12,yellow,0.769,0.7755,0.1284
443,13.149,red,0.817,0.9015,0.2682
443,13.149,white,0.807,0.1177,0.231
443,13.149,yellow,0.765,0.7754,0.1289
444,13.179,white,0.813,0.1148,0.2278
444,13.179,red,0.811,0.9004,0.268
444,13.179,yellow,0.759,0.7754,0.1294
445,13.209,white,0.818,0.1126,0.2251
445,13.209,red,0.794,0.8994,0.2675
445,13.209,yellow,0.757,0.7754,0.13
446,13.238,white,0.835,0.1102,0.2228
446,13.238,red,0.811,0.8987,0.2664
446,13.238,yellow,0.761,0.7754,0.1305
447,13.268,red,0.817,0.8979,0.266
447,13.268,white,0.797,0.1076,0.2192
447,13.268,yellow,0.761,0.7753,0.1306
448,13.298,red,0.827,0.8972,0.2654
448,13.298,white,0.796,0.105,0.2158
448,13.298,yellow,0.764,0.7753,0.1309
449,13.328,red,0.807,0.8965,0.2652
449,13.328,white,0.786,0.1024,0.2125
449,13.328,yellow,0.767,0.7753,0.1313
450,13.357,white,0.809,0.0996,0.2092
450,13.357,red,0.776,0.8959,0.2652
450,13.357,yellow,0.769,0.7753,0.1314
451,13.387,white,0.825,0.0968,0.2064
451,13.387,yellow,0.771,0.7753,0.1315
451,13.387,red,0.765,0.8947,0.2651
452,13.417,white,0.813,0.0943,0.2038
452,13.417,red,0.794,0.8939,0.2648
452,13.417,yellow,0.772,0.7753,0.1316
453,13.446,red,0.817,0.8922,0.2644
453,13.446,white,0.799,0.0905,0.198
453,13.446,yellow,0.774,0.7753,0.1317
454,13.476,red,0.817,0.8922,0.2644
454,13.476,white,0.799,0.0905,0.198
454,13.476,yellow,0.774,0.7753,0.1317
455,13.506,red,0.818,0.8915,0.2641
455,13.506,white,0.775,0.0881,0.1933
455,13.506,yellow,0.774,0.7753,0.1317
456,13.535,red,0.818,0.8907,0.2638
456,13.535,white,0.79,0.0853,0.1915
456,13.535,yellow,0.772,0.7754,0.1317
457,13.565,white,0.841,0.0826,0.1896
457,13.565,red,0.817,0.8898,0.2634
457,13.565,yellow,0.77,0.7754,0.1317
458,13.595,white,0.843,0.0809,0.1871
458,13.595,red,0.822,0.8891,0.2631
458,13.595,yellow,0.77,0.7754,0.1317
459,13.624,white,0.85,0.0786,0.1841
459,13.624,red,0.829,0.8886,0.2628
459,13.624,yellow,0.77,0.7754,0.1316
460,13.654,white,0.853,0.0761,0.1811
460,13.654,red,0.833,0.888,0.2626
460,13.654,yellow,0.769,0.7754,0.1316
461,13.684,red,0.839,0.8874,0.2622
461,13.684,white,0.816,0.0737,0.1782
461,13.684,yellow,0.77,0.7754,0.1316
462,13.713,red,0.847,0.8868,0.2618
462,13.713,white,0.784,0.0715,0.1742
462,13.713,yellow,0.77,0.7754,0.1316
463,13.743,red,0.854,0.8862,0.2613
463,13.743,white,0.77,0.0695,0.1711
463,13.743,yellow,0.769,0.7754,0.1316
464,13.773,red,0.856,0.8855,0.2607
464,13.773,white,0.803,0.067,0.1686
464,13.773,yellow,0.768,0.7754,0.1315
465,13.802,red,0.862,0.885,0.2601
465,13.802,white,0.829,0.0645,0.1661
465,13.802,yellow,0.768,0.7754,0.1315
466,13.832,red,0.867,0.8845,0.2597
466,13.832,white,0.832,0.0624,0.1631
466,13.832,yellow,0.768,0.7754,0.1315
467,13.862,red,0.871,0.884,0.259
467,13.862,white,0.824,0.0603,0.1605
467,13.862,yellow,0.768,0.7754,0.1314
468,13.892,red,0.872,0.8836,0.2588
468,13.892,white,0.825,0.0579,0.1585
468,13.892,yellow,0.766,0.7754,0.1314
469,13.921,red,0.871,0.883,0.2582
469,13.921,white,0.843,0.0559,0.1545
469,13.921,yellow,0.767,0.7754,0.1314
470,13.951,red,0.868,0.8826,0.2579
470,13.951,yellow,0.767,0.7754,0.1314
470,13.951,white,0.76,0.0533,0.1517
471,13.981,red,0.866,0.8823,0.2578
471,13.981,white,0.775,0.0514,0.149
471,13.981,yellow,0.767,0.7754,0.1314
472,14.01,red,0.869,0.8817,0.2578
472,14.01,yellow,0.767,0.7754,0.1314
472,14.01,white,0.752,0.0494,0.1466
473,14.04,red,0.869,0.8817,0.2578
473,14.04,yellow,0.767,0.7754,0.1314
473,14.04,white,0.752,0.0494,0.1466
474,14.07,red,0.867,0.8811,0.2577
474,14.07,yellow,0.767,0.7754,0.1314
474,14.07,white,0.745,0.0469,0.1437
475,14.099,red,0.863,0.8806,0.2577
475,14.099,white,0.795,0.0448,0.1412
475,14.099,yellow,0.767,0.7754,0.1314
476,14.129,red,0.86,0.8802,0.2573
476,14.129,white,0.777,0.0428,0.1372
476,14.129,yellow,0.767,0.7754,0.1314
477,14.159,red,0.857,0.8798,0.257
477,14.159,white,0.787,0.0408,0.1343
477,14.159,yellow,0.767,0.7754,0.1314
478,14.188,red,0.852,0.8795,0.2567
478,14.188,white,0.79,0.0389,0.1319
478,14.188,yellow,0.767,0.7754,0.1314
479,14.218,red,0.847,0.879,0.2566
479,14.218,white,0.814,0.037,0.1301
479,14.218,yellow,0.767,0.7754,0.1314
480,14.248,red,0.842,0.8787,0.2564
480,14.248,white,0.815,0.0355,0.1278
480,14.248,yellow,0.767,0.7754,0.1314
481,14.277,red,0.839,0.8783,0.2561
481,14.277,white,0.79,0.0337,0.1259
481,14.277,yellow,0.767,0.7754,0.1314
482,14.307,red,0.834,0.8779,0.2557
482,14.307,yellow,0.767,0.7754,0.1314
482,14.307,white,0.603,0.0309,0.1235
483,14.337,red,0.826,0.8774,0.2553
483,14.337,white,0.794,0.029,0.1208
483,14.337,yellow,0.767,0.7754,0.1313
484,14.366,white,0.827,0.0292,0.1191
484,14.366,red,0.809,0.877,0.2549
484,14.366,yellow,0.767,0.7754,0.1314
485,14.396,white,0.827,0.0292,0.1191
485,14.396,red,0.809,0.877,0.2549
485,14.396,yellow,0.767,0.7754,0.1314
486,14.426,red,0.793,0.8766,0.2544
486,14.426,yellow,0.767,0.7754,0.1314
486,14.426,white,0.726,0.0308,0.1168
487,14.455,red,0.783,0.8764,0.2542
487,14.455,yellow,0.767,0.7754,0.1314
487,14.455,white,0.674,0.0318,0.1153
488,14.485,red,0.782,0.8764,0.2541
488,14.485,yellow,0.767,0.7754,0.1314
488,14.485,white,0.675,0.0318,0.1153
489,14.515,red,0.769,0.8762,0.2539
489,14.515,yellow,0.767,0.7754,0.1314
489,14.515,white,0.669,0.033,0.1136
490,14.545,yellow,0.767,0.7754,0.1314
490,14.545,red,0.757,0.876,0.2539
490,14.545,white,0.722,0.0337,0.1118
491,14.574,yellow,0.767,0.7754,0.1314
491,14.574,red,0.738,0.8759,0.2538
491,14.574,white,0.694,0.0351,0.1097
492,14.604,yellow,0.768,0.7754,0.1314
492,14.604,red,0.727,0.8753,0.253
492,14.604,white,0.727,0.0362,0.1084
493,14.634,yellow,0.768,0.7754,0.1314
493,14.634,white,0.752,0.0373,0.1072
493,14.634,red,0.74,0.8751,0.253
494,14.663,white,0.786,0.0379,0.1052
494,14.663,yellow,0.768,0.7754,0.1314
494,14.663,red,0.755,0.8749,0.2529
495,14.693,white,0.771,0.0383,0.1033
495,14.693,yellow,0.769,0.7754,0.1314
495,14.693,red,0.768,0.8746,0.2527
496,14.723,red,0.776,0.8745,0.2526
496,14.723,yellow,0.769,0.7754,0.1314
496,14.723,white,0.764,0.0393,0.1018
497,14.752,red,0.79,0.8741,0.2524
497,14.752,yellow,0.769,0.7754,0.1314
497,14.752,white,0.741,0.0411,0.0987
498,14.782,red,0.794,0.8739,0.2523
498,14.782,yellow,0.77,0.7754,0.1314
498,14.782,white,0.714,0.0419,0.0967
499,14.812,red,0.796,0.8738,0.2522
499,14.812,yellow,0.77,0.7754,0.1314
499,14.812,white,0.726,0.0426,0.0949
500,14.841,red,0.798,0.8738,0.2522
500,14.841,yellow,0.77,0.7754,0.1314
500,14.841,white,0.766,0.0437,0.0933
501,14.871,red,0.799,0.8737,0.2521
501,14.871,yellow,0.771,0.7754,0.1314
501,14.871,white,0.765,0.0446,0.0915
502,14.901,red,0.8,0.8736,0.2521
502,14.901,yellow,0.771,0.7754,0.1314
502,14.901,white,0.752,0.0453,0.09
503,14.93,red,0.8,0.8735,0.2521
503,14.93,yellow,0.771,0.7754,0.1314
503,14.93,white,0.743,0.046,0.0888
504,14.96,red,0.799,0.8736,0.2519
504,14.96,yellow,0.77,0.7754,0.1315
504,14.96,white,0.708,0.0469,0.0878
505,14.99,red,0.799,0.8736,0.2519
505,14.99,yellow,0.77,0.7754,0.1315
505,14.99,white,0.729,0.0477,0.0863
506,15.019,red,0.799,0.8736,0.2519
506,15.019,yellow,0.77,0.7754,0.1315
506,15.019,white,0.733,0.0486,0.0841
507,15.049,red,0.799,0.8736,0.2519
507,15.049,yellow,0.77,0.7754,0.1315
507,15.049,white,0.73,0.0496,0.0824
508,15.079,red,0.798,0.8736,0.2519
508,15.079,yellow,0.769,0.7754,0.1315
508,15.079,white,0.73,0.0496,0.0824
509,15.109,red,0.798,0.8736,0.2519
509,15.109,yellow,0.77,0.7754,0.1315
509,15.109,white,0.727,0.0507,0.081
510,15.138,red,0.799,0.8736,0.2519
510,15.138,yellow,0.77,0.7754,0.1315
510,15.138,white,0.728,0.0517,0.0799
511,15.168,red,0.799,0.8736,0.2519
511,15.168,yellow,0.77,0.7754,0.1315
511,15.168,white,0.742,0.0521,0.0787
512,15.198,red,0.799,0.8736,0.2519
512,15.198,yellow,0.769,0.7754,0.1315
512,15.198,white,0.748,0.0527,0.0771
513,15.227,red,0.799,0.8736,0.2519
513,15.227,yellow,0.769,0.7754,0.1315
513,15.227,white,0.75,0.0533,0.0768
514,15.257,red,0.798,0.8736,0.2519
514,15.257,yellow,0.769,0.7754,0.1315
514,15.257,white,0.757,0.054,0.0755
515,15.287,red,0.798,0.8736,0.2519
515,15.287,yellow,0.768,0.7754,0.1315
515,15.287,white,0.756,0.0546,0.0748
516,15.316,red,0.798,0.8736,0.2519
516,15.316,yellow,0.768,0.7754,0.1315
516,15.316,white,0.76,0.0551,0.0734
517,15.346,red,0.798,0.8736,0.252
517,15.346,yellow,0.768,0.7754,0.1315
517,15.346,white,0.761,0.0551,0.0734
518,15.376,white,0.798,0.056,0.0722
518,15.376,red,0.797,0.8736,0.2519
518,15.376,yellow,0.768,0.7754,0.1314
519,15.405,white,0.812,0.0567,0.0711
519,15.405,red,0.797,0.8736,0.2519
519,15.405,yellow,0.768,0.7754,0.1314
520,15.435,white,0.811,0.0567,0.0711
520,15.435,red,0.797,0.8737,0.2519
520,15.435,yellow,0.768,0.7754,0.1314
521,15.465,white,0.81,0.057,0.07
521,15.465,red,0.798,0.8737,0.2519
521,15.465,yellow,0.768,0.7754,0.1315
522,15.494,white,0.846,0.0575,0.0686
522,15.494,red,0.796,0.8737,0.2519
522,15.494,yellow,0.767,0.7754,0.1315
523,15.524,white,0.824,0.0581,0.0677
523,15.524,red,0.797,0.8737,0.2519
523,15.524,yellow,0.767,0.7754,0.1315
524,15.554,red,0.796,0.8737,0.2518
524,15.554,yellow,0.767,0.7754,0.1315
524,15.554,white,0.736,0.059,0.0666
525,15.583,red,0.797,0.8737,0.2518
525,15.583,yellow,0.768,0.7754,0.1315
525,15.583,white,0.581,0.0598,0.0657
526,15.613,red,0.797,0.8738,0.2518
526,15.613,yellow,0.768,0.7754,0.1315
526,15.613,white,0.624,0.0604,0.0648
527,15.643,red,0.796,0.8738,0.2518
527,15.643,yellow,0.768,0.7754,0.1315
527,15.643,white,0.565,0.0609,0.0638
527,15.643,yellow,0.32,0.0607,0.0648
528,15.672,red,0.796,0.8738,0.2518
528,15.672,yellow,0.768,0.7754,0.1315
528,15.672,yellow,0.516,0.0615,0.0639
528,15.672,white,0.399,-0.2426,0.1812
529,15.702,red,0.796,0.8738,0.2518
529,15.702,yellow,0.768,0.7754,0.1315
529,15.702,yellow,0.531,0.062,0.0635
529,15.702,white,0.375,-0.2423,0.1783
529,15.702,white,0.335,0.0618,0.0621
530,15.732,red,0.795,0.8738,0.2518
530,15.732,yellow,0.767,0.7754,0.1315
530,15.732,yellow,0.541,0.0625,0.0622
530,15.732,white,0.348,0.0622,0.0608
531,15.762,red,0.795,0.8738,0.2518
531,15.762,yellow,0.768,0.7754,0.1315
531,15.762,white,0.569,0.0627,0.0595
531,15.762,yellow,0.326,0.063,0.061
532,15.791,red,0.795,0.8739,0.2518
532,15.791,yellow,0.768,0.7754,0.1315
532,15.791,white,0.659,0.063,0.0584
533,15.821,red,0.794,0.8739,0.2518
533,15.821,yellow,0.768,0.7754,0.1315
533,15.821,white,0.73,0.0635,0.058
534,15.851,red,0.794,0.8739,0.2518
534,15.851,white,0.776,0.0637,0.0566
534,15.851,yellow,0.767,0.7754,0.1315
535,15.88,red,0.794,0.8739,0.2518
535,15.88,white,0.775,0.0637,0.0566
535,15.88,yellow,0.768,0.7754,0.1315
536,15.91,white,0.803,0.0642,0.0557
536,15.91,red,0.794,0.8739,0.2518
536,15.91,yellow,0.768,0.7754,0.1315
537,15.94,white,0.804,0.0645,0.0548
537,15.94,red,0.794,0.8739,0.2518
537,15.94,yellow,0.768,0.7754,0.1315
538,15.969,red,0.794,0.8739,0.2518
538,15.969,white,0.787,0.0648,0.0536
538,15.969,yellow,0.767,0.7754,0.1315
539,15.999,red,0.794,0.8739,0.2518
539,15.999,yellow,0.768,0.7754,0.1315
539,15.999,white,0.742,0.0653,0.0524
540,16.029,red,0.794,0.8739,0.2518
540,16.029,yellow,0.768,0.7754,0.1315
540,16.029,white,0.723,0.0658,0.0524
541,16.058,red,0.794,0.8739,0.2518
541,16.058,yellow,0.768,0.7754,0.1315
541,16.058,white,0.761,0.066,0.053
542,16.088,red,0.794,0.8739,0.2518
542,16.088,white,0.783,0.0661,0.0533
542,16.088,yellow,0.768,0.7754,0.1315
543,16.118,red,0.794,0.8739,0.2518
543,16.118,white,0.789,0.0662,0.0535
543,16.118,yellow,0.767,0.7754,0.1315
544,16.147,white,0.796,0.0665,0.054
544,16.147,red,0.794,0.8739,0.2518
544,16.147,yellow,0.768,0.7754,0.1315
1021,30.306,white,0.851,0.2312,0.51
1021,30.306,yellow,0.822,0.829,0.8301
1021,30.306,red,0.817,0.877,0.6654
1022,30.336,white,0.828,0.2473,0.4869
1022,30.336,yellow,0.822,0.829,0.8301
1022,30.336,red,0.818,0.877,0.6654
1023,30.365,yellow,0.821,0.829,0.8301
1023,30.365,red,0.817,0.877,0.6654
1023,30.365,white,0.787,0.277,0.4428
1024,30.395,yellow,0.821,0.829,0.8301
1024,30.395,red,0.817,0.877,0.6654
1024,30.395,white,0.787,0.277,0.4428
1025,30.425,white,0.832,0.2916,0.4211
1025,30.425,yellow,0.819,0.829,0.8302
1025,30.425,red,0.812,0.877,0.6655
1026,30.454,white,0.838,0.3052,0.3984
1026,30.454,yellow,0.82,0.829,0.8301
1026,30.454,red,0.815,0.877,0.6655
1027,30.484,yellow,0.82,0.829,0.8301
1027,30.484,red,0.816,0.877,0.6654
1027,30.484,white,0.814,0.3181,0.3756
1031,30.603,white,0.835,0.3692,0.2892
1031,30.603,yellow,0.819,0.8291,0.8301
1031,30.603,red,0.811,0.877,0.6655
1032,30.633,white,0.831,0.3816,0.2675
1032,30.633,yellow,0.818,0.8291,0.8302
1032,30.633,red,0.807,0.877,0.6656
1033,30.662,yellow,0.818,0.8291,0.8301
1033,30.662,red,0.808,0.8771,0.6656
1033,30.662,white,0.773,0.3946,0.246
1035,30.722,yellow,0.819,0.8291,0.8302
1035,30.722,white,0.81,0.4197,0.2034
1035,30.722,red,0.808,0.8771,0.6656
1036,30.751,yellow,0.819,0.8291,0.8302
1036,30.751,red,0.81,0.8771,0.6656
1036,30.751,white,0.778,0.4326,0.1821
1037,30.781,white,0.849,0.4448,0.1599
1037,30.781,yellow,0.818,0.8291,0.8302
1037,30.781,red,0.811,0.8771,0.6656
1038,30.811,yellow,0.819,0.8291,0.8302
1038,30.811,red,0.818,0.877,0.6655
1038,30.811,white,0.811,0.4576,0.1386
1039,30.84,yellow,0.819,0.8291,0.8302
1039,30.84,red,0.818,0.877,0.6655
1039,30.84,white,0.811,0.4576,0.1386
1040,30.87,white,0.821,0.4702,0.116
1040,30.87,yellow,0.82,0.829,0.8302
1040,30.87,red,0.818,0.8771,0.6655
1041,30.9,white,0.825,0.482,0.0955
1041,30.9,red,0.821,0.877,0.6655
1041,30.9,yellow,0.819,0.829,0.8302
1042,30.929,red,0.821,0.877,0.6655
1042,30.929,yellow,0.817,0.8291,0.8302
1042,30.929,white,0.794,0.495,0.0746
1043,30.959,white,0.845,0.5076,0.0544
1043,30.959,red,0.823,0.877,0.6656
1043,30.959,yellow,0.817,0.8291,0.8302
1044,30.989,yellow,0.816,0.8291,0.8302
1044,30.989,red,0.815,0.877,0.6655
1044,30.989,white,0.704,0.5194,0.0634
1045,31.018,red,0.816,0.877,0.6655
1045,31.018,yellow,0.816,0.8291,0.8301
1045,31.018,white,0.785,0.5329,0.0803
1046,31.048,red,0.82,0.877,0.6655
1046,31.048,yellow,0.818,0.829,0.8301
1046,31.048,white,0.817,0.5448,0.0972
1047,31.078,red,0.821,0.877,0.6655
1047,31.078,white,0.82,0.557,0.1127
1047,31.078,yellow,0.816,0.829,0.8301
1048,31.108,white,0.827,0.5699,0.127
1048,31.108,red,0.822,0.877,0.6656
1048,31.108,yellow,0.815,0.8291,0.8301
1049,31.137,white,0.824,0.5814,0.1404
1049,31.137,red,0.82,0.877,0.6656
1049,31.137,yellow,0.812,0.8291,0.8301
1050,31.167,white,0.824,0.5814,0.1404
1050,31.167,red,0.82,0.877,0.6656
1050,31.167,yellow,0.812,0.8291,0.8301
1051,31.197,white,0.851,0.5935,0.1523
1051,31.197,yellow,0.81,0.8291,0.8301
1051,31.197,red,0.804,0.877,0.6658
1052,31.226,yellow,0.81,0.8291,0.8301
1052,31.226,red,0.801,0.877,0.6658
1052,31.226,white,0.778,0.6059,0.1649
1053,31.256,white,0.835,0.6178,0.1768
1053,31.256,red,0.814,0.8769,0.6663
1053,31.256,yellow,0.81,0.829,0.8301
1054,31.286,white,0.837,0.6298,0.1877
1054,31.286,yellow,0.82,0.829,0.8301
1054,31.286,red,0.81,0.8768,0.6667
1055,31.315,yellow,0.833,0.8288,0.8301
1055,31.315,white,0.784,0.6423,0.1998
1055,31.315,red,0.735,0.8774,0.6678
1056,31.345,white,0.835,0.6542,0.2113
1056,31.345,yellow,0.829,0.8285,0.8303
1056,31.345,red,0.711,0.8778,0.6677
1057,31.375,white,0.857,0.6661,0.2233
1057,31.375,yellow,0.808,0.8285,0.8306
1057,31.375,red,0.459,0.8774,0.6684
1058,31.404,yellow,0.834,0.8293,0.8308
1058,31.404,white,0.82,0.6777,0.235
1058,31.404,red,0.629,0.8756,0.6651
1059,31.434,yellow,0.836,0.8298,0.8304
1059,31.434,white,0.826,0.6904,0.2464
1059,31.434,red,0.804,0.8764,0.664
1060,31.464,red,0.855,0.8774,0.6646
1060,31.464,yellow,0.832,0.8286,0.8294
1060,31.464,white,0.82,0.7025,0.2595
1061,31.493,white,0.847,0.714,0.2696
1061,31.493,yellow,0.838,0.8287,0.8301
1061,31.493,red,0.834,0.8773,0.6646
1062,31.523,white,0.851,0.7267,0.2811
1062,31.523,yellow,0.845,0.8288,0.8301
1062,31.523,red,0.833,0.8771,0.6653
1063,31.553,red,0.839,0.877,0.6656
1063,31.553,white,0.821,0.7384,0.2937
1063,31.553,yellow,0.814,0.8288,0.8301
1064,31.582,red,0.839,0.877,0.6656
1064,31.582,white,0.821,0.7384,0.2936
1064,31.582,yellow,0.814,0.8288,0.8301
1065,31.612,white,0.863,0.7501,0.3037
1065,31.612,red,0.842,0.8769,0.6656
1065,31.612,yellow,0.811,0.8288,0.83
1066,31.642,red,0.851,0.8769,0.6657
1066,31.642,white,0.827,0.7626,0.3161
1066,31.642,yellow,0.811,0.8288,0.83
1067,31.671,red,0.852,0.8769,0.6657
1067,31.671,white,0.837,0.7742,0.328
1067,31.671,yellow,0.817,0.8289,0.8299
1068,31.701,white,0.859,0.7865,0.3396
1068,31.701,red,0.85,0.8769,0.6656
1068,31.701,yellow,0.82,0.8289,0.8298
1069,31.731,red,0.848,0.8769,0.6656
1069,31.731,white,0.823,0.7981,0.3506
1069,31.731,yellow,0.82,0.8289,0.8299
1070,31.761,white,0.86,0.8099,0.361
1070,31.761,red,0.848,0.8769,0.6656
1070,31.761,yellow,0.82,0.8289,0.8298
1071,31.79,white,0.871,0.8215,0.3736
1071,31.79,red,0.846,0.8769,0.6657
1071,31.79,yellow,0.818,0.8289,0.8299
1072,31.82,red,0.846,0.8769,0.6657
1072,31.82,white,0.833,0.8336,0.3846
1072,31.82,yellow,0.816,0.8289,0.8299
1073,31.85,white,0.882,0.8453,0.3955
1073,31.85,red,0.847,0.8769,0.6657
1073,31.85,yellow,0.815,0.8289,0.8299
1074,31.879,white,0.856,0.8569,0.4079
1074,31.879,red,0.848,0.8769,0.6656
1074,31.879,yellow,0.807,0.8289,0.8299
1075,31.909,white,0.857,0.8569,0.4079
1075,31.909,red,0.848,0.8769,0.6656
1075,31.909,yellow,0.807,0.8289,0.8299
1076,31.939,white,0.866,0.8689,0.4197
1076,31.939,red,0.846,0.8769,0.6656
1076,31.939,yellow,0.811,0.8289,0.8299
1077,31.968,white,0.871,0.8806,0.4302
1077,31.968,red,0.85,0.8769,0.6657
1077,31.968,yellow,0.81,0.8288,0.8299
1078,31.998,white,0.871,0.8806,0.4302
1078,31.998,red,0.85,0.8769,0.6657
1078,31.998,yellow,0.81,0.8288,0.8299
1079,32.028,red,0.848,0.8769,0.6656
1079,32.028,white,0.827,0.8919,0.4419
1079,32.028,yellow,0.808,0.8288,0.83
1080,32.057,white,0.865,0.9038,0.4537
1080,32.057,red,0.849,0.8769,0.6656
1080,32.057,yellow,0.812,0.8289,0.83
1081,32.087,red,0.851,0.8769,0.6655
1081,32.087,white,0.839,0.9157,0.4647
1081,32.087,yellow,0.816,0.829,0.8298
1082,32.117,white,0.858,0.9276,0.4759
1082,32.117,red,0.849,0.8769,0.6656
1082,32.117,yellow,0.824,0.8289,0.8298
1083,32.146,white,0.858,0.9276,0.4759
1083,32.146,red,0.849,0.8769,0.6656
1083,32.146,yellow,0.824,0.8289,0.8298
1084,32.176,red,0.849,0.8769,0.6655
1084,32.176,white,0.845,0.9387,0.4877
1084,32.176,yellow,0.836,0.8291,0.8296
1085,32.206,red,0.847,0.8769,0.6655
1085,32.206,yellow,0.846,0.8292,0.8294
1085,32.206,white,0.828,0.9513,0.4977
1086,32.235,white,0.867,0.9621,0.5099
1086,32.235,red,0.841,0.877,0.6656
1086,32.235,yellow,0.833,0.8291,0.8291
1087,32.265,red,0.833,0.877,0.6655
1087,32.265,yellow,0.82,0.8289,0.8286
1087,32.265,white,0.802,0.9729,0.5215
1088,32.295,white,0.855,0.9652,0.5359
1088,32.295,red,0.834,0.877,0.6655
1088,32.295,yellow,0.806,0.829,0.8288
1089,32.324,white,0.854,0.9564,0.5505
1089,32.324,red,0.84,0.877,0.6654
1089,32.324,yellow,0.806,0.8288,0.8294
1090,32.354,white,0.843,0.9468,0.5642
1090,32.354,red,0.841,0.8772,0.6652
1090,32.354,yellow,0.776,0.8288,0.8315
1091,32.384,white,0.861,0.9388,0.579
1091,32.384,red,0.838,0.8773,0.6649
1091,32.384,yellow,0.764,0.829,0.8325
1092,32.414,white,0.843,0.931,0.5937
1092,32.414,red,0.799,0.8773,0.6646
1092,32.414,yellow,0.78,0.8287,0.8317
1093,32.443,white,0.866,0.924,0.6083
1093,32.443,red,0.805,0.8774,0.6642
1093,32.443,yellow,0.792,0.8282,0.8315
1094,32.473,white,0.867,0.924,0.6083
1094,32.473,red,0.804,0.8774,0.6642
