frame,time_s,ball,conf,table_x,table_y
1961,58.208,white,0.843,0.8093,0.824
1961,58.208,red,0.808,0.2594,0.8139
1961,58.208,yellow,0.777,0.7179,0.4911
1962,58.238,white,0.852,0.8092,0.824
1962,58.238,red,0.808,0.2594,0.8139
1962,58.238,yellow,0.777,0.7179,0.491
1963,58.267,white,0.857,0.8093,0.824
1963,58.267,red,0.809,0.2594,0.8139
1963,58.267,yellow,0.777,0.7179,0.491
1964,58.297,white,0.845,0.8093,0.824
1964,58.297,red,0.809,0.2593,0.814
1964,58.297,yellow,0.777,0.7179,0.4911
1965,58.327,red,0.809,0.2593,0.8139
1965,58.327,white,0.801,0.8091,0.8243
1965,58.327,yellow,0.778,0.7179,0.4911
1966,58.356,red,0.809,0.2593,0.8139
1966,58.356,white,0.787,0.809,0.8244
1966,58.356,yellow,0.778,0.7179,0.4911
1967,58.386,red,0.809,0.2593,0.8139
1967,58.386,white,0.788,0.8091,0.8244
1967,58.386,yellow,0.778,0.7179,0.4911
1968,58.416,red,0.809,0.2593,0.814
1968,58.416,white,0.788,0.8091,0.8244
1968,58.416,yellow,0.778,0.7179,0.4911
1969,58.445,red,0.812,0.2593,0.814
1969,58.445,white,0.787,0.8091,0.8244
1969,58.445,yellow,0.778,0.7179,0.4911
1970,58.475,red,0.812,0.2593,0.814
1970,58.475,white,0.788,0.8091,0.8244
1970,58.475,yellow,0.778,0.7179,0.4911
1971,58.505,red,0.812,0.2593,0.814
1971,58.505,white,0.787,0.8091,0.8244
1971,58.505,yellow,0.778,0.7179,0.4911
1972,58.534,red,0.812,0.2593,0.814
1972,58.534,white,0.788,0.8091,0.8245
1972,58.534,yellow,0.778,0.7179,0.4911
1973,58.564,red,0.812,0.2593,0.814
1973,58.564,white,0.788,0.809,0.8245
1973,58.564,yellow,0.778,0.7179,0.4911
1974,58.594,red,0.812,0.2593,0.814
1974,58.594,white,0.788,0.809,0.8246
1974,58.594,yellow,0.779,0.7179,0.4911
1975,58.623,red,0.813,0.2593,0.814
1975,58.623,white,0.788,0.809,0.8245
1975,58.623,yellow,0.779,0.7179,0.4911
1976,58.653,red,0.813,0.2593,0.814
1976,58.653,white,0.792,0.809,0.8244
1976,58.653,yellow,0.781,0.7178,0.4911
1977,58.683,red,0.813,0.2593,0.814
1977,58.683,white,0.791,0.809,0.8243
1977,58.683,yellow,0.782,0.7178,0.4911
1978,58.712,red,0.813,0.2593,0.814
1978,58.712,white,0.792,0.809,0.8243
1978,58.712,yellow,0.782,0.7178,0.4911
1979,58.742,red,0.814,0.2593,0.814
1979,58.742,white,0.791,0.809,0.8243
1979,58.742,yellow,0.782,0.7178,0.4911
1980,58.772,red,0.814,0.2593,0.814
1980,58.772,white,0.791,0.809,0.8243
1980,58.772,yellow,0.781,0.7178,0.4911
1981,58.801,red,0.813,0.2593,0.814
1981,58.801,white,0.792,0.809,0.8243
1981,58.801,yellow,0.779,0.7179,0.491
1982,58.831,red,0.813,0.2592,0.8141
1982,58.831,white,0.792,0.809,0.8243
1982,58.831,yellow,0.779,0.7179,0.491
1983,58.861,red,0.813,0.2592,0.814
1983,58.861,white,0.791,0.809,0.8243
1983,58.861,yellow,0.779,0.7179,0.491
1984,58.891,red,0.813,0.2592,0.814
1984,58.891,white,0.791,0.809,0.8243
1984,58.891,yellow,0.779,0.7179,0.491
1985,58.92,red,0.813,0.2592,0.814
1985,58.92,white,0.792,0.809,0.8243
1985,58.92,yellow,0.779,0.7179,0.4911
1986,58.95,red,0.813,0.2592,0.814
1986,58.95,white,0.792,0.809,0.8243
1986,58.95,yellow,0.779,0.7179,0.4911
1987,58.98,red,0.814,0.2592,0.814
1987,58.98,white,0.792,0.809,0.8243
1987,58.98,yellow,0.78,0.7179,0.4911
1988,59.009,red,0.814,0.2592,0.814
1988,59.009,white,0.79,0.809,0.8243
1988,59.009,yellow,0.78,0.7179,0.4911
1989,59.039,red,0.814,0.2592,0.814
1989,59.039,white,0.791,0.809,0.8243
1989,59.039,yellow,0.779,0.7179,0.4911
1990,59.069,red,0.813,0.2592,0.814
1990,59.069,white,0.787,0.809,0.8243
1990,59.069,yellow,0.78,0.7179,0.4911
1991,59.098,red,0.814,0.2592,0.814
1991,59.098,white,0.785,0.8091,0.8245
1991,59.098,yellow,0.78,0.7178,0.4911
1992,59.128,red,0.813,0.2592,0.814
1992,59.128,white,0.785,0.8091,0.8244
1992,59.128,yellow,0.781,0.7178,0.491
1993,59.158,red,0.812,0.2592,0.814
1993,59.158,white,0.785,0.8091,0.8244
1993,59.158,yellow,0.781,0.7178,0.4911
1994,59.187,red,0.812,0.2592,0.814
1994,59.187,white,0.785,0.8091,0.8244
1994,59.187,yellow,0.781,0.7178,0.4911
1995,59.217,red,0.81,0.2592,0.814
1995,59.217,white,0.785,0.8091,0.8244
1995,59.217,yellow,0.782,0.7178,0.4911
1996,59.247,red,0.812,0.2592,0.8139
1996,59.247,white,0.784,0.8092,0.8243
1996,59.247,yellow,0.781,0.7178,0.4911
1997,59.276,red,0.812,0.2592,0.8139
1997,59.276,white,0.784,0.8092,0.8243
1997,59.276,yellow,0.782,0.7178,0.4911
1998,59.306,red,0.812,0.2592,0.8139
1998,59.306,white,0.784,0.8092,0.8242
1998,59.306,yellow,0.782,0.7179,0.4911
1999,59.336,red,0.812,0.2592,0.8138
1999,59.336,white,0.785,0.8092,0.8243
1999,59.336,yellow,0.782,0.7178,0.4911
2000,59.365,red,0.811,0.2592,0.8138
2000,59.365,white,0.783,0.8092,0.8242
2000,59.365,yellow,0.781,0.7178,0.4911
2001,59.395,red,0.812,0.2592,0.8138
2001,59.395,white,0.785,0.8092,0.8242
2001,59.395,yellow,0.781,0.7178,0.4911
2002,59.425,red,0.812,0.2592,0.8138
2002,59.425,white,0.787,0.8092,0.8242
2002,59.425,yellow,0.781,0.7178,0.4911
2003,59.455,red,0.811,0.2592,0.8136
2003,59.455,white,0.79,0.8092,0.8242
2003,59.455,yellow,0.781,0.7178,0.4911
2004,59.484,red,0.809,0.2593,0.8137
2004,59.484,white,0.791,0.8092,0.8242
2004,59.484,yellow,0.781,0.7178,0.4911
2005,59.514,red,0.808,0.2593,0.8137
2005,59.514,white,0.792,0.8092,0.8241
2005,59.514,yellow,0.78,0.7178,0.491
2006,59.544,red,0.808,0.2593,0.8137
2006,59.544,white,0.792,0.8092,0.8241
2006,59.544,yellow,0.781,0.7178,0.491
2007,59.573,red,0.807,0.2593,0.8137
2007,59.573,white,0.792,0.8092,0.8241
2007,59.573,yellow,0.78,0.7178,0.491
2008,59.603,red,0.806,0.2593,0.8137
2008,59.603,white,0.793,0.8092,0.8241
2008,59.603,yellow,0.78,0.7178,0.4911
2009,59.633,red,0.806,0.2593,0.8137
2009,59.633,white,0.793,0.8092,0.8241
2009,59.633,yellow,0.78,0.7178,0.4911
2010,59.662,red,0.806,0.2593,0.8137
2010,59.662,white,0.793,0.8092,0.8241
2010,59.662,yellow,0.78,0.7178,0.4911
2011,59.692,red,0.806,0.2593,0.8137
2011,59.692,white,0.793,0.8092,0.8241
2011,59.692,yellow,0.78,0.7178,0.4911
2012,59.722,red,0.806,0.2593,0.8137
2012,59.722,white,0.793,0.8092,0.8241
2012,59.722,yellow,0.78,0.7179,0.491
2013,59.751,red,0.806,0.2593,0.8137
2013,59.751,white,0.793,0.8092,0.8241
2013,59.751,yellow,0.781,0.7179,0.491
2014,59.781,red,0.806,0.2593,0.8137
2014,59.781,white,0.793,0.8092,0.8241
2014,59.781,yellow,0.781,0.7179,0.491
2015,59.811,red,0.806,0.2593,0.8137
2015,59.811,white,0.793,0.8092,0.8241
2015,59.811,yellow,0.781,0.7179,0.491
2016,59.84,red,0.806,0.2593,0.8137
2016,59.84,white,0.793,0.8092,0.8241
2016,59.84,yellow,0.781,0.7179,0.491
2017,59.87,red,0.806,0.2593,0.8137
2017,59.87,white,0.793,0.8092,0.8241
2017,59.87,yellow,0.781,0.7179,0.491
2018,59.9,red,0.807,0.2593,0.8137
2018,59.9,white,0.794,0.8092,0.8241
2018,59.9,yellow,0.781,0.7179,0.491
2019,59.929,red,0.807,0.2593,0.8137
2019,59.929,white,0.794,0.8092,0.8241
2019,59.929,yellow,0.781,0.7179,0.491
2020,59.959,red,0.807,0.2593,0.8137
2020,59.959,white,0.794,0.8092,0.8241
2020,59.959,yellow,0.781,0.7179,0.491
2021,59.989,red,0.807,0.2593,0.8137
2021,59.989,white,0.794,0.8092,0.8241
2021,59.989,yellow,0.781,0.7179,0.491
2022,60.018,red,0.807,0.2593,0.8137
2022,60.018,white,0.793,0.8092,0.8241
2022,60.018,yellow,0.781,0.7179,0.491
2023,60.048,red,0.807,0.2593,0.8137
2023,60.048,white,0.793,0.8092,0.8242
2023,60.048,yellow,0.781,0.7179,0.491
2024,60.078,red,0.807,0.2593,0.8137
2024,60.078,white,0.792,0.8091,0.8242
2024,60.078,yellow,0.781,0.7179,0.491
2025,60.108,red,0.807,0.2593,0.8137
2025,60.108,white,0.791,0.8091,0.8242
2025,60.108,yellow,0.781,0.7179,0.491
2026,60.137,red,0.806,0.2593,0.8137
2026,60.137,white,0.79,0.8091,0.8242
2026,60.137,yellow,0.781,0.7179,0.491
2027,60.167,red,0.805,0.2593,0.8137
2027,60.167,white,0.79,0.8091,0.8242
2027,60.167,yellow,0.781,0.7179,0.491
2028,60.197,red,0.806,0.2593,0.8137
2028,60.197,white,0.789,0.8091,0.8242
2028,60.197,yellow,0.78,0.7179,0.491
2029,60.226,red,0.806,0.2593,0.8137
2029,60.226,white,0.791,0.809,0.8243
2029,60.226,yellow,0.779,0.7179,0.491
2030,60.256,red,0.809,0.2593,0.8139
2030,60.256,white,0.792,0.809,0.8243
2030,60.256,yellow,0.78,0.7179,0.4911
2031,60.286,red,0.811,0.2593,0.8139
2031,60.286,white,0.792,0.809,0.8243
2031,60.286,yellow,0.779,0.7179,0.4911
2032,60.315,red,0.812,0.2593,0.8139
2032,60.315,white,0.79,0.8091,0.8243
2032,60.315,yellow,0.78,0.7179,0.4911
2033,60.345,red,0.812,0.2593,0.8139
2033,60.345,white,0.782,0.8091,0.8244
2033,60.345,yellow,0.779,0.7179,0.4911
2034,60.375,red,0.812,0.2593,0.814
2034,60.375,white,0.798,0.8091,0.8244
2034,60.375,yellow,0.779,0.7178,0.4912
2035,60.404,white,0.843,0.8092,0.8242
2035,60.404,red,0.811,0.2593,0.814
2035,60.404,yellow,0.78,0.7178,0.4912
2036,60.434,white,0.856,0.8092,0.8243
2036,60.434,red,0.811,0.2593,0.814
2036,60.434,yellow,0.78,0.7178,0.4912
2037,60.464,white,0.856,0.8091,0.8242
2037,60.464,red,0.814,0.2593,0.8143
2037,60.464,yellow,0.779,0.7178,0.4912
2038,60.493,white,0.844,0.8092,0.8242
2038,60.493,red,0.813,0.2593,0.8142
2038,60.493,yellow,0.779,0.7178,0.4913
2039,60.523,white,0.846,0.8092,0.8242
2039,60.523,red,0.813,0.2593,0.8142
2039,60.523,yellow,0.778,0.7178,0.4912
2040,60.553,white,0.846,0.8092,0.8242
2040,60.553,red,0.813,0.2593,0.8142
2040,60.553,yellow,0.778,0.7178,0.4912
2041,60.582,white,0.848,0.8092,0.8243
2041,60.582,red,0.813,0.2593,0.8142
2041,60.582,yellow,0.777,0.7178,0.4913
2042,60.612,white,0.847,0.8092,0.8243
2042,60.612,red,0.812,0.2593,0.8142
2042,60.612,yellow,0.777,0.7178,0.4913
2043,60.642,white,0.848,0.8092,0.8243
2043,60.642,red,0.813,0.2593,0.8142
2043,60.642,yellow,0.777,0.7178,0.4913
2044,60.671,white,0.848,0.8092,0.8243
2044,60.671,red,0.812,0.2593,0.8142
2044,60.671,yellow,0.777,0.7178,0.4913
2045,60.701,white,0.848,0.8092,0.8243
2045,60.701,red,0.813,0.2593,0.8142
2045,60.701,yellow,0.777,0.7178,0.4913
2046,60.731,white,0.848,0.8092,0.8243
2046,60.731,red,0.813,0.2593,0.8142
2046,60.731,yellow,0.776,0.7178,0.4913
2047,60.761,white,0.848,0.8092,0.8243
2047,60.761,red,0.814,0.2593,0.8142
2047,60.761,yellow,0.776,0.7178,0.4913
2048,60.79,white,0.848,0.8091,0.8243
2048,60.79,red,0.813,0.2593,0.8142
2048,60.79,yellow,0.777,0.7178,0.4913
2049,60.82,white,0.848,0.8091,0.8243
2049,60.82,red,0.813,0.2593,0.8142
2049,60.82,yellow,0.777,0.7178,0.4913
2050,60.85,white,0.848,0.8092,0.8243
2050,60.85,red,0.813,0.2593,0.8142
2050,60.85,yellow,0.777,0.7178,0.4913
2051,60.879,white,0.848,0.8091,0.8243
2051,60.879,red,0.814,0.2593,0.8142
2051,60.879,yellow,0.776,0.7178,0.4913
2052,60.909,white,0.848,0.8092,0.8243
2052,60.909,red,0.813,0.2593,0.8142
2052,60.909,yellow,0.777,0.7178,0.4913
2053,60.939,white,0.847,0.8092,0.8243
2053,60.939,red,0.814,0.2593,0.8142
2053,60.939,yellow,0.776,0.7178,0.4913
2054,60.968,white,0.848,0.8091,0.8242
2054,60.968,red,0.814,0.2594,0.8142
2054,60.968,yellow,0.777,0.7178,0.4913
2055,60.998,red,0.814,0.2594,0.8142
2055,60.998,yellow,0.776,0.7178,0.4913
2055,60.998,white,0.723,0.8071,0.8255
2056,61.028,red,0.813,0.2594,0.8142
2056,61.028,yellow,0.777,0.7178,0.4912
2056,61.028,white,0.724,0.7705,0.8254
2057,61.057,red,0.814,0.2593,0.8142
2057,61.057,yellow,0.777,0.7178,0.4912
2057,61.057,white,0.775,0.7303,0.8257
2058,61.087,red,0.814,0.2594,0.8142
2058,61.087,white,0.803,0.6913,0.8269
2058,61.087,yellow,0.776,0.7178,0.4912
2059,61.117,white,0.834,0.6519,0.8278
2059,61.117,red,0.815,0.2594,0.8142
2059,61.117,yellow,0.776,0.7178,0.4912
2060,61.146,white,0.833,0.6519,0.8278
2060,61.146,red,0.814,0.2594,0.8142
2060,61.146,yellow,0.776,0.7178,0.4912
2061,61.176,white,0.834,0.6137,0.8286
2061,61.176,red,0.815,0.2594,0.8142
2061,61.176,yellow,0.775,0.7178,0.4912
2062,61.206,white,0.846,0.5759,0.8294
2062,61.206,red,0.815,0.2594,0.8142
2062,61.206,yellow,0.775,0.7178,0.4912
2063,61.235,white,0.846,0.5759,0.8294
2063,61.235,red,0.815,0.2594,0.8142
2063,61.235,yellow,0.775,0.7178,0.4912
2064,61.265,white,0.851,0.5386,0.8302
2064,61.265,red,0.816,0.2593,0.8142
2064,61.265,yellow,0.776,0.7178,0.4912
2065,61.295,white,0.861,0.5015,0.8311
2065,61.295,red,0.816,0.2593,0.8142
2065,61.295,yellow,0.775,0.7178,0.4912
2066,61.325,white,0.866,0.4646,0.8319
2066,61.325,red,0.816,0.2594,0.8142
2066,61.325,yellow,0.776,0.7178,0.4912
2067,61.354,white,0.834,0.4296,0.8315
2067,61.354,red,0.815,0.2593,0.8142
2067,61.354,yellow,0.775,0.7178,0.4912
2068,61.384,white,0.815,0.3933,0.8324
2068,61.384,red,0.814,0.2593,0.8142
2068,61.384,yellow,0.775,0.7178,0.4912
2069,61.414,white,0.821,0.3584,0.8332
2069,61.414,red,0.81,0.2594,0.8141
2069,61.414,yellow,0.775,0.7178,0.4912
2070,61.443,white,0.821,0.3584,0.8332
2070,61.443,red,0.81,0.2594,0.8141
2070,61.443,yellow,0.775,0.7178,0.4912
2071,61.473,red,0.81,0.2592,0.8139
2071,61.473,white,0.782,0.3232,0.8336
2071,61.473,yellow,0.776,0.7178,0.4912
2072,61.503,red,0.895,0.2581,0.8141
2072,61.503,white,0.79,0.2877,0.833
2072,61.503,yellow,0.776,0.7178,0.4912
2072,61.503,red,0.481,0.2602,0.8191
2073,61.532,white,0.903,0.2714,0.8559
2073,61.532,red,0.801,0.2406,0.7951
2073,61.532,yellow,0.772,0.7178,0.4913
2074,61.562,white,0.856,0.262,0.8816
2074,61.562,red,0.829,0.2136,0.7683
2074,61.562,yellow,0.772,0.7178,0.4912
2075,61.592,white,0.856,0.262,0.8817
2075,61.592,red,0.828,0.2136,0.7683
2075,61.592,yellow,0.772,0.7178,0.4912
2076,61.621,white,0.907,0.2522,0.9061
2076,61.621,red,0.863,0.1888,0.742
2076,61.621,yellow,0.773,0.7178,0.4912
2077,61.651,white,0.852,0.2418,0.9332
2077,61.651,red,0.796,0.164,0.7182
2077,61.651,yellow,0.772,0.7178,0.4913
2078,61.681,red,0.822,0.1396,0.6932
2078,61.681,white,0.816,0.2304,0.9386
2078,61.681,yellow,0.772,0.7178,0.4913
2079,61.71,red,0.857,0.1154,0.6688
2079,61.71,white,0.846,0.2188,0.9175
2079,61.71,yellow,0.771,0.7178,0.4913
2080,61.74,red,0.834,0.0916,0.6457
2080,61.74,white,0.807,0.2067,0.8976
2080,61.74,yellow,0.772,0.7178,0.4913
2081,61.77,white,0.881,0.1934,0.8778
2081,61.77,yellow,0.773,0.7178,0.4911
2081,61.77,red,0.772,0.0674,0.6201
2082,61.799,white,0.882,0.1934,0.8778
2082,61.799,yellow,0.773,0.7178,0.4911
2082,61.799,red,0.772,0.0674,0.62
2083,61.829,white,0.859,0.1804,0.8589
2083,61.829,red,0.835,0.0442,0.5987
2083,61.829,yellow,0.773,0.7178,0.4911
2084,61.859,white,0.822,0.1673,0.8401
2084,61.859,red,0.781,0.0291,0.5769
2084,61.859,yellow,0.773,0.7178,0.4911
2085,61.888,white,0.839,0.1529,0.8223
2085,61.888,yellow,0.773,0.7178,0.4911
2085,61.888,red,0.769,0.046,0.5647
2086,61.918,white,0.854,0.1391,0.8047
2086,61.918,red,0.85,0.0645,0.5511
2086,61.918,yellow,0.773,0.7178,0.4911
2087,61.948,white,0.853,0.1391,0.8047
2087,61.948,red,0.85,0.0645,0.5511
2087,61.948,yellow,0.773,0.7178,0.4911
2088,61.978,red,0.829,0.0814,0.5396
2088,61.978,white,0.817,0.124,0.788
2088,61.978,yellow,0.772,0.7178,0.4911
2089,62.007,white,0.82,0.1092,0.7725
2089,62.007,yellow,0.773,0.7178,0.4911
2089,62.007,red,0.769,0.0984,0.5284
2090,62.037,white,0.864,0.0935,0.7572
2090,62.037,red,0.851,0.1151,0.5164
2090,62.037,yellow,0.773,0.7178,0.4911
2091,62.067,white,0.876,0.0775,0.7419
2091,62.067,red,0.831,0.1306,0.5048
2091,62.067,yellow,0.773,0.7178,0.491
2092,62.096,white,0.848,0.061,0.7264
2092,62.096,yellow,0.773,0.7178,0.491
2092,62.096,red,0.735,0.1464,0.4941
2093,62.126,red,0.814,0.1749,0.4716
2093,62.126,yellow,0.773,0.7178,0.491
2093,62.126,white,0.643,0.0303,0.6973
2094,62.156,red,0.814,0.1749,0.4716
2094,62.156,yellow,0.774,0.7178,0.491
2094,62.156,white,0.635,0.0303,0.6973
2095,62.185,red,0.827,0.1891,0.4609
2095,62.185,white,0.804,0.0369,0.6796
2095,62.185,yellow,0.773,0.7178,0.4909
2096,62.215,white,0.787,0.0499,0.6602
2096,62.215,red,0.778,0.2025,0.45
2096,62.215,yellow,0.774,0.7177,0.491
2097,62.245,white,0.84,0.0623,0.6415
2097,62.245,red,0.823,0.2149,0.4396
2097,62.245,yellow,0.777,0.7178,0.4909
2098,62.274,white,0.844,0.075,0.6232
2098,62.274,red,0.816,0.2277,0.4295
2098,62.274,yellow,0.775,0.7178,0.4909
2099,62.304,yellow,0.774,0.7178,0.491
2099,62.304,white,0.771,0.0869,0.6029
2099,62.304,red,0.761,0.2396,0.4194
2100,62.334,white,0.862,0.098,0.5852
2100,62.334,red,0.812,0.252,0.4102
2100,62.334,yellow,0.775,0.7178,0.491
2101,62.363,red,0.814,0.2646,0.3983
2101,62.363,white,0.811,0.1087,0.5668
2101,62.363,yellow,0.776,0.7177,0.491
2102,62.393,white,0.834,0.1191,0.547
2102,62.393,yellow,0.776,0.7178,0.491
2102,62.393,red,0.759,0.2767,0.3888
2103,62.423,white,0.837,0.1289,0.5298
2103,62.423,red,0.778,0.2885,0.3792
2103,62.423,yellow,0.775,0.7178,0.491
2104,62.452,white,0.858,0.1379,0.5119
2104,62.452,red,0.802,0.3009,0.3695
2104,62.452,yellow,0.775,0.7178,0.491
2105,62.482,red,0.796,0.3129,0.3578
2105,62.482,white,0.794,0.1466,0.4941
2105,62.482,yellow,0.775,0.7178,0.491
2106,62.512,white,0.848,0.1553,0.477
2106,62.512,red,0.847,0.3253,0.348
2106,62.512,yellow,0.774,0.7177,0.491
2107,62.542,white,0.787,0.1639,0.4576
2107,62.542,yellow,0.773,0.7177,0.491
2107,62.542,red,0.755,0.3371,0.339
2108,62.571,white,0.883,0.1724,0.4405
2108,62.571,red,0.821,0.3491,0.3293
2108,62.571,yellow,0.774,0.7177,0.491
2109,62.601,white,0.808,0.1812,0.4222
2109,62.601,red,0.805,0.3613,0.3186
2109,62.601,yellow,0.775,0.7177,0.491
2110,62.631,white,0.836,0.1895,0.4051
2110,62.631,yellow,0.773,0.7177,0.4911
2110,62.631,red,0.752,0.3735,0.3082
2111,62.66,white,0.825,0.1978,0.3859
2111,62.66,red,0.811,0.3852,0.2992
2111,62.66,yellow,0.772,0.7177,0.4911
2112,62.69,white,0.833,0.2066,0.3692
2112,62.69,red,0.808,0.3977,0.2877
2112,62.69,yellow,0.772,0.7177,0.4911
2113,62.72,red,0.838,0.4212,0.2687
2113,62.72,white,0.832,0.2239,0.3336
2113,62.72,yellow,0.77,0.7178,0.4912
2114,62.749,red,0.837,0.4212,0.2687
2114,62.749,white,0.832,0.2239,0.3336
2114,62.749,yellow,0.77,0.7178,0.4912
2115,62.779,white,0.818,0.232,0.3149
2115,62.779,yellow,0.77,0.7178,0.4912
2115,62.779,red,0.735,0.4333,0.2602
2116,62.809,red,0.8,0.4447,0.2482
2116,62.809,white,0.779,0.2409,0.298
2116,62.809,yellow,0.771,0.7178,0.4912
2117,62.838,white,0.818,0.2575,0.2631
2117,62.838,red,0.775,0.4682,0.2287
2117,62.838,yellow,0.77,0.7178,0.4912
2118,62.868,white,0.818,0.2575,0.2631
2118,62.868,red,0.776,0.4682,0.2287
2118,62.868,yellow,0.77,0.7178,0.4912
2119,62.898,red,0.845,0.4804,0.2181
2119,62.898,white,0.804,0.266,0.2454
2119,62.898,yellow,0.77,0.7178,0.4912
2120,62.927,white,0.813,0.2742,0.2271
2120,62.927,red,0.77,0.492,0.2085
2120,62.927,yellow,0.769,0.7178,0.4912
2121,62.957,white,0.795,0.283,0.2099
2121,62.957,red,0.776,0.504,0.1988
2121,62.957,yellow,0.768,0.7178,0.4913
2122,62.987,red,0.854,0.516,0.1895
2122,62.987,white,0.802,0.2919,0.192
2122,62.987,yellow,0.767,0.7178,0.4913
2123,63.016,red,0.829,0.5275,0.1782
2123,63.016,white,0.791,0.3002,0.1746
2123,63.016,yellow,0.768,0.7178,0.4913
2124,63.046,white,0.83,0.3084,0.1571
2124,63.046,red,0.816,0.5394,0.1694
2124,63.046,yellow,0.768,0.7178,0.4913
2125,63.076,white,0.83,0.3084,0.1571
2125,63.076,red,0.816,0.5394,0.1694
2125,63.076,yellow,0.768,0.7178,0.4913
2126,63.105,red,0.818,0.5515,0.1598
2126,63.105,white,0.795,0.3172,0.1396
2126,63.105,yellow,0.772,0.7178,0.4913
2127,63.135,red,0.832,0.5629,0.1517
2127,63.135,white,0.812,0.3253,0.1225
2127,63.135,yellow,0.772,0.7178,0.4913
2128,63.165,red,0.851,0.5746,0.1394
2128,63.165,white,0.797,0.3337,0.1058
2128,63.165,yellow,0.772,0.7178,0.4913
2129,63.195,white,0.828,0.3419,0.0883
2129,63.195,yellow,0.773,0.7178,0.4913
2129,63.195,red,0.715,0.5865,0.1304
2130,63.224,white,0.829,0.3419,0.0883
2130,63.224,yellow,0.772,0.7178,0.4913
2130,63.224,red,0.714,0.5865,0.1303
2131,63.254,white,0.841,0.35,0.073
2131,63.254,red,0.816,0.5979,0.1196
2131,63.254,yellow,0.77,0.7178,0.4913
2132,63.284,red,0.838,0.6096,0.1107
2132,63.284,white,0.809,0.3594,0.0547
2132,63.284,yellow,0.772,0.7178,0.4913
2133,63.313,red,0.838,0.6096,0.1107
2133,63.313,white,0.808,0.3594,0.0547
2133,63.313,yellow,0.772,0.7178,0.4913
2134,63.343,red,0.837,0.6212,0.1
2134,63.343,yellow,0.773,0.7178,0.4913
2134,63.343,white,0.684,0.3669,0.0603
2135,63.373,red,0.851,0.6325,0.0907
2135,63.373,white,0.811,0.3756,0.0747
2135,63.373,yellow,0.774,0.7178,0.4913
2136,63.402,white,0.84,0.3831,0.0868
2136,63.402,yellow,0.779,0.7178,0.4912
2136,63.402,red,0.736,0.6443,0.0814
2137,63.432,red,0.891,0.655,0.0728
2137,63.432,white,0.803,0.392,0.0981
2137,63.432,yellow,0.778,0.7178,0.4912
2138,63.462,red,0.843,0.6678,0.0625
2138,63.462,yellow,0.777,0.7178,0.4912
2138,63.462,white,0.771,0.3999,0.1095
2139,63.491,red,0.836,0.6789,0.0547
2139,63.491,white,0.822,0.4082,0.1188
2139,63.491,yellow,0.775,0.7178,0.4912
2140,63.521,red,0.856,0.6892,0.0595
2140,63.521,white,0.812,0.4169,0.1289
2140,63.521,yellow,0.775,0.7178,0.4912
2141,63.551,red,0.863,0.7002,0.065
2141,63.551,white,0.823,0.4245,0.1377
2141,63.551,yellow,0.776,0.7178,0.4912
2142,63.58,red,0.877,0.7102,0.0728
2142,63.58,white,0.793,0.4328,0.1481
2142,63.58,yellow,0.776,0.7179,0.4912
2143,63.61,white,0.848,0.4407,0.1568
2143,63.61,red,0.824,0.7209,0.0782
2143,63.61,yellow,0.778,0.7179,0.4912
2144,63.64,white,0.848,0.4407,0.1568
2144,63.64,red,0.824,0.7209,0.0782
2144,63.64,yellow,0.778,0.7179,0.4912
2145,63.669,red,0.855,0.7304,0.0833
2145,63.669,white,0.797,0.4493,0.167
2145,63.669,yellow,0.777,0.7179,0.4912
2146,63.699,white,0.816,0.4573,0.1771
2146,63.699,yellow,0.776,0.7179,0.4912
2146,63.699,red,0.736,0.7412,0.0878
2147,63.729,red,0.839,0.751,0.0922
2147,63.729,white,0.825,0.4652,0.1863
2147,63.729,yellow,0.773,0.7179,0.4912
2148,63.759,white,0.807,0.4733,0.1943
2148,63.759,red,0.782,0.7619,0.0981
2148,63.759,yellow,0.774,0.7179,0.4912
2149,63.788,red,0.854,0.7713,0.1035
2149,63.788,white,0.806,0.4812,0.2045
2149,63.788,yellow,0.775,0.7179,0.4912
2150,63.818,red,0.843,0.7826,0.108
2150,63.818,white,0.789,0.4895,0.2133
2150,63.818,yellow,0.774,0.7179,0.4912
2151,63.848,red,0.837,0.7919,0.1128
2151,63.848,white,0.813,0.4974,0.2233
2151,63.848,yellow,0.774,0.7179,0.4912
2152,63.877,red,0.834,0.8024,0.1168
2152,63.877,white,0.805,0.5054,0.233
2152,63.877,yellow,0.777,0.7179,0.4912
2153,63.907,white,0.809,0.5136,0.242
2153,63.907,red,0.793,0.812,0.1213
2153,63.907,yellow,0.777,0.7179,0.4912
2154,63.937,red,0.857,0.8227,0.127
2154,63.937,white,0.808,0.5216,0.2512
2154,63.937,yellow,0.776,0.7179,0.4912
2155,63.966,red,0.803,0.8325,0.1311
2155,63.966,white,0.789,0.5295,0.2604
2155,63.966,yellow,0.773,0.7179,0.4912
2156,63.996,red,0.844,0.8527,0.1407
2156,63.996,white,0.797,0.5453,0.2778
2156,63.996,yellow,0.772,0.7179,0.4913
2157,64.026,red,0.868,0.8629,0.1469
2157,64.026,white,0.826,0.5534,0.2873
2157,64.026,yellow,0.774,0.7179,0.4912
2158,64.055,white,0.837,0.5612,0.2976
2158,64.055,red,0.831,0.8728,0.1521
2158,64.055,yellow,0.775,0.7179,0.4913
2159,64.085,red,0.846,0.8827,0.1568
